"nepořádný, neuspořádaný (person, room, handwriting...)","untidy ","/ʌnˈtaɪ.di/","2","1541034520","1541086360"
"shlížet na sb spatra","to look down on sb","","2","1541034526","1541086366"
"robustní kufřík","sturdy briefcase","[ˈstɜːdɪ]","2","1541034637","1541086477"
"zahlédnout, zpozorovat","to spot","","2","1541034641","1541086481"
"byl zpozorován","he has been spotted","","2","1541034644","1541086484"
"(nechvalná) proslulost/známost","notoriety ","[ˌnəʊtəˈraɪɪtɪ]","2","1541034789","1541086629"
"manželství bylo rozpuštěno v 1980","the marriage was dissolved in 1980","","2","1541034796","1541086636"
"napětí bylo rozpuštěno","tension was dissolved","","2","1541034904","1541086744"
"akce na mou dovolenou","event for my holiday","","2","1541034925","1541086765"
"spor je nepravděpodobný k vyřešení","dispute is unlikely to be settled","","2","1541035262","1541087102"
"začali jsme cpát hromady VM's na tyto servery","we started cramming a bunch of VM's on these servers","","3","1541036713","1541087643"
"plést si, poplést si, zaměnit sth se sth","confuse sth with sth","[kənˈfjuːz]","2","1540828487","1541087687"
"nabídka a poptávka","supply and demand","","2","1540828501","1541087701"
"ve skutečnosti, statisticky","in fact, statistically","[stəˈtɪstɪkli]","2","1540828523","1541087723"
"dělat co ve velkém","do sth on a large scale","","1","1540966805","1541087765"
"v globálním měřítku","on a global scale","","1","1540966810","1541087770"
"prostředky až do výše $200 za osobu","funds of up to $200 per person","","1","1540966819","1541087779"
"v rámci něčeho","within the framework of sth","","1","1540966824","1541087784"
"hustá mlha v kopcích","thick fog in the hills","","2","1540828663","1541087863"
"dobrý ve vyhodnocení těch rizik","good at assessing these risk","","2","1540828687","1541087887"
"on miluje maso zatímco jeho žena je vegatarian","he loves meat whereas his wife is vegatarian","","2","1540828748","1541087948"
"tak jsme šli ven místo (toho)","so we went out instead","","2","1540828767","1541087967"
"protože (jelikož) je předpověď počasí strašná","since the weather forecast is awful","","2","1540828798","1541087998"
"vezmi deštník pro případ že bude pršet když zkončíš práci","take umbrella in case it's raining when you finish work","","2","1540828817","1541088017"
"On si dal na čas před odpovídáním","He took his time before answering ","","2","1540828903","1541088103"
"využít (vzít výhodu) dobré příležitosti, možnosti","take advantage of a good opportunity","","2","1540828912","1541088112"
"začít se věnovat novému sportu","take up a new sport","","2","1540828917","1541088117"
"on více pravděpodobně udělá...","he is more likely to do ...","","2","1540828923","1541088123"
"nemyslím, že on je velmi pravděpodobný k souhlasení","I don't think he is very likely to agree","","2","1540828929","1541088129"
"přesvědčit, přemluvit, přimět","to persuade ","[pəˈsweɪd]  ","2","1540828935","1541088135"
"hrubý odhad","rough estimate","[rʌf] [ˈestɪˌmeɪt]","2","1540828939","1541088139"
"odečíst sth from sth","subtract ","[səbˈtrækt]","2","1540828942","1541088142"
"změny v časovém rozsahu týdne","changes on a timescale of a week","","2","1540828960","1541088160"
"dusit se, udusit se","choke ","[tʃəʊk] ","2","1540828978","1541088178"
"příjemce adresát","recipient ","[rɪˈsɪpɪənt] ","2","1540828984","1541088184"
"zhodnotit, vyhodnotit","assess ","[əˈses]","2","1540829017","1541088217"
"OS je nakonec to, co on poslouchá","OS is ultimately what he listens","[ultimejtli]","2","1541014886","1541088222"
"rozhodný, rázný člověk","decisive person","[dɪˈsaɪsɪv]","2","1540829026","1541088226"
"lidé mají tendenci být více bojácní z krátkodobých nebezpečí","people tend to be more scared of short-term dangers","","2","1540829041","1541088241"
"Grid nebo nějaký cloud je volně spojen","Grid or a cloud is loosely coupled","","2","1541014895","1541088306"
"volitelný ale v tomto případě povinný","optional but in this case mandatory","","2","1541036475","1541088315"
"v případě selhání","in case of a failure","","2","1541036487","1541088327"
"jak jde čas, přidáváme (jsme přidávající)","as time passes, we are adding","","2","1541036572","1541088412"
"být ve starosti o sbth (mít na starost sb)","be in charge of sbth","","2","1541036586","1541088426"
"může to být trochu skličující","it can be a little daunting","","3","1541015060","1541088453"
"kromě error statusu","besides error status [stejtes]","","2","1541036616","1541088456"
"příliš mnoho je v sázce","too much is at stake","","2","1541036634","1541088474"
"nesrovnalost, neshoda","discrepancy ","[dɪˈskrepənsɪ]","2","1541036663","1541088503"
"ty ale vypadáš!","what a sight you are!","","2","1541036725","1541088565"
"podporuje, prosazuje","to promote [prəˈməʊt]","","2","1541036753","1541088593"
"odpudivý vtip","a repulsive  joke","[rɪˈpʌlsɪv]","2","1541036769","1541088609"
"přesně určit, vymezit, specifikovat","to specify ","[ˈspesɪˌfaɪ]","1","1541034239","1541089557"
"rozumný, moudrý, uvážlivý","judicious ","[dʒuːˈdɪʃəs]","3","1541004786","1541091186"
"údajný, domnělý","alleged ","[əˈledʒd]","3","1541004818","1541091218"
"hrozba","menace ","[ˈmenɪs]","3","1541004828","1541091228"
"nenápadný, skromný","unobtrusive ","[aneb'trúsiv]","3","1541013828","1541091229"
"neústupný, tvrdošíjný","insistent","","1","1541014317","1541091686"
"základní složka, prvek, součást","constituent ","[kənˈstɪtjʊənt]","1","1541035654","1541092552"
"pokračovat, znovu začít","to resume ","[rɪˈzjuːm]","1","1541035768","1541092666"
"nejedení rýže ani jablek","eating neither rice nor apples","","1","1541033531","1541094011"
"náležitá píle/pozornost","due diligence/attention","","2","1541042173","1541094013"
"měření (něčeho)","measurement ","[ˈmeʒəmənt]","1","1541033723","1541094203"
"zabraňovat, překážet","impede ","[im'píd]","2","1541014903","1541094509"
"navrhnout","to propose ","[prəˈpəʊz]","1","1541034242","1541094722"
"nalákat, přitahovat","entice ","[ɪnˈtaɪs]","1","1541034623","1541095103"
"přečkat, vydržet","to wait out","","1","1541034630","1541095110"
"chybová notifikace je zaslána","failure notification is sent","","1","1541036492","1541096972"
"nejvíce běžné (nejběžnější) přístupy","the most common approaches","","1","1541036560","1541097040"
"rozumný, přiměřený","reasonable","","4","1541022574","1541097069"
"osvědčený/ověřený softw","a proven  softw","[ˈpruːvən]","1","1541036730","1541097210"
"obdobné k (čemu)","analogous to sth.","[əˈnæləgəs]","2","1541014947","1541097891"
"překážka","obstruction","","4","1541015064","1541098008"
"přehledný","transparent, well arranged","","4","1541015350","1541098294"
"je podezřelý z vraždy","He is suspected of murder","","4","1541015364","1541098308"
"je podezřelý (pod podezřením)","he is under suspicion","","4","1541015376","1541098320"
"prožít si mnoho utrpení","to go through a lot of suffering","","3","1541011989","1541098389"
"shledáváš to snadné vzít rozhodnutí?","do you find it easy to take decisions?","","2","1540839465","1541098665"
"dav/zástup se rozptýlil","the crowds scattered","scatter [ˈskætə], crowd [kraʊd]","2","1540839618","1541098818"
"náklad bylo rozházeno přes cestu","the load was scattered over the road","scatter [ˈskætə]","2","1540839634","1541098834"
"osamělý, opuštěný","lonely ","[ˈləʊnlɪ]","3","1541013705","1541100105"
"kazit mi radost","to spoil my pleasure","","3","1541013763","1541100163"
"budu hned zpátky","I'll be right back","","3","1541013787","1541100187"
"ohrozit, vystavit sb nebezpečí sth","put sb in danger sth","","3","1541014249","1541100649"
"bouda, chatrč, budka","shack ","[ʃæk]","3","1541014280","1541100680"
"spotřeba elektřiny","electricity consumption","","3","1541014376","1541100776"
"výhodný, příznivý","advantageous ","[ˌædvənˈteɪdʒəs]","3","1541014409","1541100809"
"půjčit si auto","to borrow a car","","3","1541014435","1541100835"
"brzy se mu to zošklivilo","He soon became fed up with it.","","3","1541014545","1541100945"
"obejmout, vzít do náručí","to embrace ","[ɪmˈbreɪs]","3","1541014739","1541101139"
"akceptovat jejich stálé stěžování","to put up with their constant complaining","","3","1541014782","1541101182"
"trpělivý a obětavý","patient and selfless ","[ˈselflɪs]","3","1541014802","1541101202"
"nemohu si představit, že by tam zůstala","I can't see her staying there","","3","1541014845","1541101245"
"sth se koná","sth takes place","","3","1541015134","1541101534"
"ohledně sth, pokud jde o sth","with regard to sth","","3","1541015210","1541101610"
"je jí stydno","she feels ashamed","","3","1541015432","1541101832"
"v honbě za sth","in pursuit of sth","","3","1541015466","1541101866"
"les tvořený(složený) převážně borovicemi","forest comprises mostly pines","","3","1541015710","1541102110"
"tento problém se týká spojení","this issue concerns a connection","","3","1541015722","1541102122"
"to je změna oproti...","this is a change compared...","","3","1541015732","1541102132"
"bez ohledu na to, jestli to je","regardless of whether it is","","3","1541015739","1541102139"
"přesvědčivý, věrohodný","convincing [kənˈvɪnsɪŋ]","","1","1541042143","1541102623"
"hůl nebo berle","stick or crutch [kratč]","","3","1541016474","1541102874"
"vyrušovat ve vyučování","disrupt class","[disrapt]","3","1541016509","1541102909"
"zakopnout o kámen","to stumble over the stone","","3","1541016521","1541102921"
"ztratit kondici","to get out of shape","","3","1541016532","1541102932"
"sklápěcí auto","dump truck","","3","1541016605","1541103005"
"udržet si jeho pozornost","to hold his attention","","3","1541016680","1541103080"
"odmítnout tu stížnost","reject the complaint","","3","1541016711","1541103111"
"dopadlo to dobře","it ended up well","","3","1541016821","1541103221"
"dostat se do zmatku/zmatení nad","to get into a muddle over","","3","1541016895","1541103295"
"blízká vazba mezi námi","close bond between us","","3","1541016989","1541103389"
"určité chování","certain behaviour","","3","1541016994","1541103394"
"druh člověka dělající chvástání","kind of man to make a brag","","3","1541017090","1541103490"
"rozzuřit se","to fly into a rage","","3","1541017133","1541103533"
"vysoce (hustě) zadlužený","heavily indebted","","3","1541017199","1541103599"
"rozšíření tohoto problému globálně","the scale of this problem globally","","3","1541017294","1541103694"
"mluvit s tebou za účelem zjistit...","to talk to you in order to find out...","","3","1541017323","1541103723"
"starost, obavy, znepokojení","concern ","[kənˈsɜːn]","3","1541017345","1541103745"
"vyjádřit obavy o sth","express concern about sth","","3","1541017351","1541103751"
"kvůli morálním obavám","due to ethical concerns","","3","1541017438","1541103838"
"ani ta dívka ani její mom nemá sth","neither the girl nor her mom has sth","","3","1541017455","1541103855"
"pozadu za plánem, ve skluzu","behind schedule [šedul]","","3","1541017497","1541103897"
"zadarmo","free of charge","","3","1541017626","1541104026"
"postupně","gradually, step by step","","3","1541017636","1541104036"
"udělej ten telefonní hovor","make the phone call","","3","1541017938","1541104338"
"pohroma, neštěstí","disaster ","[dɪˈzɑːstə]","3","1541017979","1541104379"
"support","back sb up","","2","1541042200","1541104408"
"hrozit, vyhrožovat","threaten ","[ˈθretən] [ˈθretən]","3","1541018049","1541104449"
"směřovat někam (sth)","to head for sth","","3","1541018057","1541104457"
"overcome a problem (get...)","to get over something","","1","1541036734","1541104471"
"vyhledat (slovo ve slovníku...)","to look up","","3","1541018118","1541104518"
"starám se o jejich kočku","I look after their cat","","3","1541018133","1541104533"
"vrátit se v osm večer","to get back at eight p.m.","","3","1541018147","1541104547"
"ta schůze byla zrušena","the meeting was called off","","3","1541018170","1541104570"
"vymyslet si vlastní příběh","to make up my own story","","3","1541018246","1541104646"
"byl zabanován od řízení (předpř.čas)","He's been banned from driving","","3","1541018324","1541104724"
"navrhuji abychom počkali","I propose that we wait","","3","1541018339","1541104739"
"země těžící ropu","oil-producing countries","","3","1541018394","1541104794"
"vložit parametry nesprávně","to put parameters  incorrectly","","3","1541018497","1541104897"
"přibližný","approximate [eproximejt]","","3","1541018516","1541104916"
"alespoň něco","at least something","","3","1541018559","1541104959"
"postupovat opatrně","to proceed with caution ","[ˈkɔːʃən]","3","1541018599","1541104999"
"vyvíjet na sb nátlak","to put pressure on sb","","3","1541018617","1541105017"
"přehnat, přepísknout","overdo ","[ˌəʊvəˈduː]","3","1541018646","1541105046"
"lidé se nahrnuli do ...","people flocked to ...","","3","1541018690","1541105090"
"nějaké problémy stále přetrvávají","some problems still remain","","3","1541019061","1541105461"
"soustředil jsem se jen na","I concentrated only on","","3","1541019068","1541105468"
"dohodnuté formátování je následováno","agreed formatting  is followed","[ˈfɔːmæt]","3","1541019076","1541105476"
"přikročit k nasazení do testovacího prostředí","to proceed to deploy it to a test environment","","3","1541020647","1541107047"
"snažící se dostat obecný přehled","trying to get a general overview","","3","1541020777","1541107177"
"dosáhnout toho cíle","to accomplish the goal","","3","1541020795","1541107195"
"přizpůsobit sth aby to vyhovovalo tvým potřebám","to adapt sth to fit your needs","","3","1541020810","1541107210"
"rychlým způsobem (v rychlém způsobu)","in a fast manner","","3","1541020818","1541107218"
"rozdělující na vrstvy","dividing into layers","","3","1541020908","1541107308"
"za jiných(odlišných) okolností","under different circumstances","","3","1541020944","1541107344"
"opustil sebe do beznaděje","He abandoned himself to despair.","","3","1541020986","1541107386"
"uhasit","to quench ","[kwentʃ]","3","1541020992","1541107392"
"vycházet s sb dobře","to get on well with sb","","3","1541021141","1541107541"
"poznat sb","to get to know sb","","3","1541021175","1541107575"
"ohledně toho batche...","concerning the batch...","","3","1541021207","1541107607"
"vzdát to (přestat o to usilovat)","to give up on it","","3","1541021288","1541107688"
"nedošly mi myšlenky (ještě nějaké mám)","I haven't run out of ideas","","3","1541021297","1541107697"
"hodit do koše a začít znovu","to throw it to trash and start over","","3","1541021365","1541107765"
"díky (vzhledem) k neschopnosti","due to inability","","3","1541021448","1541107848"
"zřídit/založit jasné odlišení od...","to establish a clear distinction from...","","3","1541021692","1541108092"
"bez ovlivnění (toho) výkonu","without affecting the performance","","3","1541021701","1541108101"
"snažit se, usilovat / snažení","to endeavour ","[ɪnˈdevə]","3","1541021778","1541108178"
"obhájci/přívrženci mají tendenci doporučovat","proponents tend to recommend","","3","1541021831","1541108231"
"náklonnost","attachment","","2","1541015395","1541108251"
"naspořit, našetřit","to save up","","3","1541021951","1541108351"
"ujmout se/vzít si na starost sbth","take charge of sbth","","2","1540849370","1541108570"
"prověřovat/kontrolovat titulky (ne netu, v novinách)","check headlines","","2","1540849399","1541108599"
"Starával jsem se mnoho o svůj vzhled","I uset to care a lot about my appearance","","2","1540849408","1541108608"
"ona mě vnímá (považuje) za nějakého tyrana","She perceives me as some tyran","","2","1540849454","1541108654"
"oni možná ještě nepřijeli","They might not have arrived yet","","3","1541022272","1541108672"
"tak blízko a přesto tak daleko","so close and yet so far","","3","1541022296","1541108696"
"(tomu) politikovi se vedlo špatně/nevalně","the politician fared poorly","politician [ˌpɒlɪˈtɪʃən], fare [feə]","1","1540939384","1541108728"
"zatím jsme se neshodli (nepřišli k dohodě)","We haven't come to an agreement yet","","3","1541022346","1541108746"
"vyhovět přání koho","comply with sb's request","","2","1541015416","1541108746"
"ještě jsem se nad tím nezamýšlel","I haven't thought about it yet","","3","1541022359","1541108759"
"vyloučit, vyřadit, nevpustit","to exclude ","[ɪkˈskluːd]","3","1541022381","1541108781"
"z následujících příčin","for the following reasons","","1","1540939477","1541108821"
"zabývat se (věnovat se) nějakou aktivitou","engage in an activity","","1","1540939483","1541108827"
"účastnit se jednání","to take part in negotiations","","3","1541022481","1541108881"
"já mohu být chvíle (bude mi to chvíli trvat)","I might be a while","","3","1541022488","1541108888"
"zlomyslný, škodolibý","spiteful ","[ˈspaɪtfʊl]","3","1541022493","1541108893"
"to reálně nemá význam (nezáleží na tom)","it doesn't really matter","","3","1541022501","1541108901"
"pomluva, hanobení, očerńování","defamation ","[ˌdefəˈmeɪʃən]","3","1541022665","1541109065"
"vybuchnout smíchem","burst out laughing","","2","1540850158","1541109358"
"hedvábné bačkory","silk slippers","","2","1540850166","1541109366"
"je těžké pro mě udržet si přehled (sledovat) o tom co ...","it's hard for me to keep track of what ...","","2","1540850274","1541109474"
"fascinující pozorovat","fascinating to observe","","2","1540850280","1541109480"
"silně proti (v opozici) k sth","strongly opposed to sth","","2","1540850351","1541109551"
"neúměrný, nepřiměřený","disproportionate","[ˌdɪsprəˈpɔːʃənɪt]","2","1540850389","1541109589"
"nesmírná zkušenost s destrukcí svobody slova","vast experience with destruction of freedom of speech","","2","1540850418","1541109618"
"oponovat všem krátkodobým politickým cílům","oppose any short-term political aims","","2","1540850462","1541109662"
"přizpůsobit","fit","","2","1540855427","1541114627"
"domnívat se, odhadovat","guess ","[ges]","2","1541014786","1541118466"
"jsi směšný","you are ridiculous [rɪˈdɪkjʊləs]","","3","1541032193","1541118593"
"maskující sth jako sth","disguising sth as sth","","3","1541032209","1541118609"
"vyrušující, rozptylující","distracting","","3","1541032248","1541118648"
"být považován(o) za sbth","to be meant to be sbth","","3","1541032366","1541118766"
"podkopat, podrýt, zpochybnit, hatit","to undermine ","[ˌʌndəˈmaɪn]","3","1541032370","1541118770"
"nápadný nebo přitahující pozornost","conspicuous, attracting attention","[ken'spikjues]","3","1541015091","1541118771"
"to vyklouzlo z její peněženky","it slipped out of her purse","","3","1541032458","1541118858"
"mít hotovost u sebe právě nyní","to have cash on me right now","","3","1541032467","1541118867"
"nijak nesouviset s čím","to bear no relation to sth, to have nothing to do with sth","","3","1541015292","1541118972"
"jsi zapletený do toho zločinu","you are implicated in the crime","","3","1541032576","1541118976"
"Das ist selbstverständlich .","this is natural","","3","1541015335","1541119015"
"mít podezření, dojem, domnívat se","suspect ","[səˈspekt]","3","1541015357","1541119037"
"je zvyklý vstávat brzy","He's used to getting up early.","","3","1541032701","1541119101"
"dojde k tomu dříve či později","it's gonna happen sooner or later","","3","1541032840","1541119240"
"to byl sen přichází pravda (sen se stal skutečností)","it was a dream come true","","3","1541032861","1541119261"
"nezmeškej, nenech si ujít the fantastic (don't get an advantage from the fantastic)","Don't miss out on the fantastic","","3","1541032913","1541119313"
"užiju si nakopávání tvého zadku","I'm gonna enjoy kicking your ass","","3","1541032924","1541119324"
"zvolnit, zmírnit","slacken","","4","1541022567","1541119335"
"snažící se tě znervoznit","trying to rattle you","","3","1541032965","1541119365"
"zachovej svou rozvahu","keep your composure","","3","1541032978","1541119378"
"Tak nějak telefon funguje","That's kinda how a phone works","","3","1541033022","1541119422"
"tak nějak zapomínám ukázat jí","I kind of forget to show her","","3","1541033084","1541119484"
"fáma (jde fáma/drb že) my dostáváme","rumour we are getting","[ˈruːmə]","3","1541033110","1541119510"
"děsí nás možnost, že...","we freak out at the possibility that...","","3","1541033124","1541119524"
"můžeme ho sejmout (dostat dolů, sundat)","we can take him down","","3","1541033257","1541119657"
"je mi jedno jako co to vypadá","I don't care what it looks like","","3","1541033268","1541119668"
"jestliže nedodržíš tu dohodu nyní...","If you renege on the deal now..","","3","1541033615","1541120015"
"stojíš o to?","do you care for it?","","3","1541033778","1541120178"
"on začal (vynesl) téma politiky","he brought up the subject of politics","","3","1541033804","1541120204"
"předstírající zájem","pretending to be interested","","3","1541033834","1541120234"
"nemohu předstírat opek (něco jiného)","I can't pretend otherwise","","3","1541033845","1541120245"
"nemá cenu se snažit","It is no use trying","","2","1541016579","1541120259"
"nestojí to v cestě (nepřekáží to) čemu","it doesn't stand in the way of sth","","3","1541033877","1541120277"
"týká se to jednoho z našich...","it involves one of our...","","3","1541033964","1541120364"
"sth vyšlo na jevo o jeho minulosti","sth came to light about his past","","3","1541033973","1541120373"
"minulou noc přespala (u mě)","she slept over last night","","3","1541034077","1541120477"
"máme tolik společného","we have so much in common","","3","1541034102","1541120502"
"volám kvůli","I'm calling regarding","","3","1541034109","1541120509"
"mám hodně na mysli (hodně starostí, problémů...)","I have a lot on my mind","","3","1541034118","1541120518"
"dejte své odlišnosti (neshody) stranou","put your differences aside","","3","1541034135","1541120535"
"prostě vezmu čůrání (jen se vyčůrám)","I'm just gonna take a pee","","3","1541034373","1541120773"
"nevidím nikoho řadícího se (hrnoucího se, hlásícího se...)","I don't see anyone lining up","","3","1541034423","1541120823"
"jako student byl nucen k ...","As a student he was compelled to ...","","3","1541034445","1541120845"
"to je jedno a to samé","it's one and the same","","3","1541034453","1541120853"
"to je velmi prozíravé od tebe","that's very astute of you","","3","1541034542","1541120942"
"odmítáš uznat mojí hodnotu","you refuse to acknowledge my value","","3","1541034560","1541120960"
"průměrný, nevalný, obyčejný (kvalitou)","mediocre [ˈmiːdɪˌəʊkə]","","3","1541034584","1541120984"
"tvůj nejtrapnější/nejnepříjemnější moment","your most embarrassing [ɪmˈbærəsɪŋ] moment","","3","1541034608","1541121008"
"nejasně/mlhavě odráží","vaguely [ˈveɪglɪ] reflect","","3","1541034682","1541121082"
"to hraje velkou roli (m","it does play a big role","","3","1541034689","1541121089"
"jsi vybrán (ze skupiny)","you are singled out","","3","1541034696","1541121096"
"balit sb, ukecávat sb","chat sb up","","3","1541034881","1541121281"
"balit cizince po barech","to chat up strangers in bars","","3","1541034889","1541121289"
"Pokecal jsem s ostatními lidmi zatímco ...","I chatted to other people while ...","","3","1541034897","1541121297"
"uchovat sth odděleně","keep sth separate","","3","1541035005","1541121405"
"nedostatek sebevědomí","lack self-confidence","","3","1541035132","1541121532"
"nepoctivý, nečestný","dishonest ","[dɪsˈɒnɪst]","3","1541035185","1541121585"
"čím dříve to uděláš, tím snadněji ...","the sooner you do it the easier","","3","1541035350","1541121750"
"z důvodu zpoždění mnoha komponent","due to delay of many components","","3","1541035493","1541121893"
"zpožděný build","delayed build","[dɪˈleɪd]","3","1541035500","1541121900"
"to bylo považováno za hrozbu","it was perceived to be a threat","","3","1541015782","1541121953"
"pochopitelný","perceivable ","[pe'sívebl]","1","1541013814","1541122146"
"obejít se, spořivý, skrovný, ušetřený","spare","","1","1541013847","1541122211"
"vetchý, sešlý (věkem); zchátralý","decrepit ","[dɪˈkrepɪt]","5","1541108232","1541122632"
"za předpokladu, že","providing (that)","","2","1541017583","1541125271"
"es ist notwendig","it is necessary","","2","1541017595","1541125795"
"závazná (povinná dle pravidel) lékařská prohlídka","obligatory medical examination","","3","1541042039","1541128439"
"zcela bez příčin(y)","for no reasons at all","","4","1541035889","1541134992"
"jakkoliv se snažil","no matter how he tried","","1","1541016588","1541137548"
"nechovat vůči komu zášť, nezlobit se na koho","to bear sb no grudge","","2","1541015265","1541139681"
"du bist leise","you are quiet","","2","1541015299","1541139715"
"Eblas aliro al la interreto sen drato .","It's possible to go on the Internet wirelessly.","","2","1541015314","1541139730"
"podnájem","lodging","[ˈlɒdʒɪŋ]","4","1541004934","1541140409"
"svědomitý, pečlivý","conscientious","[ˌkɒnʃɪˈenʃəs] ","2","1541015390","1541140800"
"jsem příliš zaměstnán abych se staral jak vypadám","I'm too busy to care how I look","","1","1540966843","1541141025"
"usilování, sledování, pronásledování","pursuing","","2","1540883918","1541143118"
"věnovat pozornost, pozornost","attention","","2","1540883997","1541143197"
"naštěstí","luckily, fortunately","","2","1540884003","1541143203"
"přísný a důsledný","strict and consistent","","2","1540884110","1541143310"
"využít možnosti","use the opportunity","","2","1540884198","1541143398"
"naplňovat, naplnit","fill out","","3","1541022554","1541143514"
"nepozornost","inattention","","3","1541022560","1541143520"
"svědčit o čem i přen. , vypovídat o čem","to bear witness to sth","","3","1541022587","1541143547"
"seznámit se , obeznámit se s čím","familiarize ","[fəˈmɪljəˌraɪz]","2","1540885025","1541144225"
"služby","utility ","[juːˈtɪlɪtɪ]","2","1540885187","1541144387"
"vést co v patrnosti","to bear sth in mind","","2","1540885442","1541144642"
"libovolné soubory","arbitrary files","","2","1540885651","1541144851"
"Das ist richtig deutlich","This is really clear","","2","1540885670","1541144870"
"Komplezo (ochota/úslužnost) kostas nenion","a favour costs nothing","","2","1540885680","1541144880"
"ten muž se sesypal","the man fell to pieces","","2","1540885688","1541144888"
"bez spuštění","without launching ","[lónšing]","2","1540885905","1541145105"
"nepřát komu nic dobrého, chovat vůči/ke komu nepřátelství/nevoli/zášť","bear sb ill will","","1","1541018812","1541145493"
"spustit úlohy současně","run tasks simultaneously ","[ˌsaɪməlˈteɪnɪəslɪ]","2","1540887570","1541146770"
"týdny násilí vyvrcholily brutální vraždou","weeks of violence culminated in the brutal murder","","2","1540887629","1541146829"
"obtěžování, pronásledování (známé osobnosti atd)","stalking","","2","1540887662","1541146862"
"hbitost, svižnost","agility ","[əˈdʒɪlɪtɪ]","2","1540888405","1541147605"
"speciálně optimalizované","specifically  optimized ","[spesifikli][optimajzd]","2","1540888437","1541147637"
"udělat to smysluplným způsobem","do that in a meaningful way","","2","1540888457","1541147657"
"udělat to na záměru založeném způsobu/stylu","do that in an intent based manner","","2","1540888463","1541147663"
"stížnost, reklamace, důvod k nespokojenosti","complaint [kəmˈpleɪnt]","","2","1540888524","1541147724"
"využít příležitosti","to make use of an opportunity","","2","1540888642","1541147842"
"až na koupelnu (kromě koupelny)","except for the bathroom","","4","1541108241","1541151441"
"Schůze se protáhla do večera","The meeting extended into the evening.","","4","1541108248","1541151448"
"připustit, přiznat","concede ","[kənˈsiːd]","5","1541109676","1541153450"
"Je zřejmé , že","It's evident that","","3","1541033727","1541154687"
"šílet, ztratit hlavu, zpanikařit","to freak ","[friːk]","5","1541110294","1541154985"
"falešně tě obvinil","he framed you","","5","1541110289","1541156516"
"vypadat nápadně","to look conspicuous ","[kənˈspɪkjʊəs]","5","1541110070","1541156576"
"v rázném způsobu (rázným způsobem)","in a vigorous manner","[ˈvɪgərəs] ","5","1541110060","1541156578"
"bezúčelnost, zbytečnost","pointlessness","","5","1541110544","1541156584"
